Index,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
196,2023/06/04 1:28:19 PM GMT+5:225,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness
197,2023/06/04 1:28:19 PM GMT+5:226,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness
198,2023/06/04 1:28:19 PM GMT+5:227,21,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,No,3,3,Competitive prices,Customer service responsiveness
199,2023/06/04 1:28:19 PM GMT+5:228,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,3,Maybe,Often,High shipping costs,Always,Yes,Heavily,Yes,3,Sometimes,3,3,Competitive prices,Product quality and accuracy
200,2023/06/04 1:28:19 PM GMT+5:229,26,Others,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,No,3,No,2,3,User-friendly website or app interface,Product quality and accuracy
201,2023/06/04 1:28:19 PM GMT+5:230,30,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
202,2023/06/04 1:28:19 PM GMT+5:231,37,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,2,3,Wide product selection,Product quality and accuracy
203,2023/06/04 1:28:19 PM GMT+5:232,26,Female,Once a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,3,3,Competitive prices,Shipping speed and reliability
204,2023/06/04 1:28:19 PM GMT+5:233,46,Female,Once a month,others,Sometimes,Rarely,others,First page,5,Yes,Always,High shipping costs,Always,Yes,Rarely,Sometimes,1,Yes,1,1,User-friendly website or app interface,Shipping speed and reliability
205,2023/06/04 1:28:19 PM GMT+5:234,36,Female,Less than once a month,others,No,Rarely,others,Multiple pages,4,No,Never,others,Never,No,Never,Sometimes,4,Yes,4,4,User-friendly website or app interface,Product quality and accuracy
206,2023/06/04 1:28:19 PM GMT+5:235,40,Female,Less than once a month,Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,3,Yes,2,2,Wide product selection,Customer service responsiveness
207,2023/06/04 1:28:19 PM GMT+5:236,41,Male,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Rarely,Yes,Rarely,Yes,5,Yes,2,3,Wide product selection,Shipping speed and reliability
208,2023/06/04 1:28:19 PM GMT+5:237,34,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,No,3,2,Wide product selection,Scrolling option would be much better than going to next page
209,2023/06/04 1:28:19 PM GMT+5:238,29,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,5,No,3,3,User-friendly website or app interface,Product quality and accuracy
210,2023/06/04 1:28:19 PM GMT+5:239,35,Male,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Yes,3,3,Product recommendations,Product quality and accuracy
211,2023/06/04 1:28:19 PM GMT+5:240,32,Male,Less than once a month,Clothing and Fashion,No,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,3,Yes,1,3,Product recommendations,Reducing packaging waste
212,2023/06/04 1:28:19 PM GMT+5:241,41,Male,Few times a month,"Beauty and Personal Care,Clothing and Fashion,others",Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,1,Yes,2,2,Wide product selection,Product quality and accuracy
213,2023/06/04 1:28:19 PM GMT+5:242,35,Female,Few times a month,"Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,2,Yes,3,2,Wide product selection,Product quality and accuracy
214,2023/06/04 1:28:19 PM GMT+5:243,36,Female,Few times a month,"Groceries and Gourmet Food,Home and Kitchen,others",Yes,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,Yes,2,1,Competitive prices,Reducing packaging waste
215,2023/06/04 1:28:19 PM GMT+5:244,46,Female,Once a week,others,No,Few times a week,Keyword,Multiple pages,5,Yes,Often,Found a better price elsewhere,Often,No,Moderately,Yes,5,Sometimes,3,4,Wide product selection,Customer service responsiveness
216,2023/06/04 1:28:19 PM GMT+5:245,39,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,1,Sometimes,2,3,Wide product selection,Customer service responsiveness
217,2023/06/04 1:28:19 PM GMT+5:246,48,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,2,Yes,2,1,Wide product selection,Customer service responsiveness
218,2023/06/04 1:28:19 PM GMT+5:247,25,Male,Few times a month,others,No,Few times a week,Keyword,Multiple pages,5,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,Wide product selection,Customer service responsiveness
219,2023/06/04 1:28:19 PM GMT+5:248,38,Male,Once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Few times a week,categories,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,Never,No,Heavily,Yes,3,Sometimes,3,3,User-friendly website or app interface,Quality of product is very poor according to the big offers
220,2023/06/04 1:28:19 PM GMT+5:249,26,Male,Once a month,"Beauty and Personal Care,Clothing and Fashion,Home and Kitchen",Yes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Sometimes,1,Yes,3,3,Competitive prices,Product quality and accuracy
221,2023/06/04 1:28:19 PM GMT+5:250,40,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,4,Yes,Sometimes,High shipping costs,Often,Yes,Rarely,Sometimes,3,No,4,3,User-friendly website or app interface,Product quality and accuracy
222,2023/06/04 1:28:19 PM GMT+5:251,49,Female,Few times a month,"Groceries and Gourmet Food,Home and Kitchen,others",Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,3,Yes,3,2,Wide product selection,I have no problem with Amazon yetNo input But others tell me about the refund issues 
223,2023/06/04 1:28:19 PM GMT+5:252,30,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,Yes,4,1,Wide product selection,Product quality and accuracy
224,2023/06/04 1:28:19 PM GMT+5:253,24,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,No,Moderately,Yes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness
225,2023/06/04 1:28:19 PM GMT+5:254,23,Female,Once a month,"Beauty and Personal Care,Home and Kitchen",Yes,Few times a week,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Shipping speed and reliability
226,2023/06/04 1:28:19 PM GMT+5:255,27,Male,Once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,User-friendly website or app interface,Product quality and accuracy
227,2023/06/04 1:28:19 PM GMT+5:256,28,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,5,Yes,2,2,Competitive prices,Product quality and accuracy
228,2023/06/04 1:28:19 PM GMT+5:257,23,Male,Less than once a month,others,No,Few times a week,Keyword,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,2,Sometimes,3,2,User-friendly website or app interface,Product quality and accuracy
229,2023/06/04 1:28:19 PM GMT+5:258,46,Female,Few times a month,Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,1,Yes,2,2,Product recommendations,Product quality and accuracy
230,2023/06/04 1:28:19 PM GMT+5:259,27,Male,Less than once a month,others,Sometimes,Rarely,Keyword,First page,2,Maybe,Rarely,others,Often,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
231,2023/06/04 1:28:19 PM GMT+5:260,20,Female,Once a month,Home and Kitchen,No,Rarely,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,2,3,Competitive prices,Product quality and accuracy
232,2023/06/04 1:28:19 PM GMT+5:261,23,Female,Less than once a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,4,Yes,3,4,User-friendly website or app interface,Shipping speed and reliability
233,2023/06/04 1:28:19 PM GMT+5:262,29,Female,Once a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,2,Sometimes,2,2,Wide product selection,Customer service responsiveness
234,2023/06/04 1:28:19 PM GMT+5:263,29,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,others,First page,1,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,1,Yes,1,3,Wide product selection,Product quality and accuracy
235,2023/06/04 1:28:19 PM GMT+5:264,57,Female,Few times a month,Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,4,Yes,3,3,User-friendly website or app interface,Customer service responsiveness
236,2023/06/04 1:28:19 PM GMT+5:265,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,4,Yes,3,1,User-friendly website or app interface,Customer service responsiveness
237,2023/06/04 1:28:19 PM GMT+5:266,23,Female,Few times a month,"Beauty and Personal Care,others",No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,1,Sometimes,3,2,Product recommendations,Product quality and accuracy
238,2023/06/04 1:28:19 PM GMT+5:267,15,Male,Once a month,"Clothing and Fashion,others",No,Few times a week,Keyword,First page,1,Yes,Sometimes,others,Rarely,No,Heavily,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy
239,2023/06/04 1:28:19 PM GMT+5:268,39,Male,Less than once a month,"Clothing and Fashion,others",Yes,Few times a month,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy
240,2023/06/04 1:28:19 PM GMT+5:269,23,Female,Once a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a month,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,Sometimes,4,3,User-friendly website or app interface,Reducing packaging waste
241,2023/06/04 1:28:19 PM GMT+5:270,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Rarely,Yes,Heavily,Yes,3,Yes,3,3,Competitive prices,Shipping speed and reliability
242,2023/06/04 1:28:19 PM GMT+5:271,37,Female,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a week,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,2,Sometimes,3,2,Wide product selection,Reducing packaging waste
243,2023/06/04 1:28:19 PM GMT+5:272,23,Female,Few times a month,"Beauty and Personal Care,Home and Kitchen",No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,2,2,Product recommendations,Reducing packaging waste
244,2023/06/04 1:28:19 PM GMT+5:273,23,Female,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,No,3,3,User-friendly website or app interface,Reducing packaging waste
245,2023/06/04 1:28:19 PM GMT+5:274,23,Female,Once a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Few times a month,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste
246,2023/06/04 1:28:19 PM GMT+5:275,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,No,3,2,Product recommendations,Customer service responsiveness
247,2023/06/04 1:28:19 PM GMT+5:276,21,Female,Once a month,"Clothing and Fashion,Home and Kitchen",No,Few times a month,Filter,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness
248,2023/06/04 1:28:19 PM GMT+5:277,21,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,4,Yes,2,1,Product recommendations,Customer service responsiveness
249,2023/06/04 1:28:19 PM GMT+5:278,34,Female,Once a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness
250,2023/06/04 1:28:19 PM GMT+5:279,23,Female,Few times a month,"Clothing and Fashion,Home and Kitchen",No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,1,Product recommendations,Customer service responsiveness
251,2023/06/04 1:28:19 PM GMT+5:280,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,3,No,3,2,Product recommendations,Reducing packaging waste
252,2023/06/04 1:28:19 PM GMT+5:281,23,Prefer not to say,Few times a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,3,No,3,1,Competitive prices,Customer service responsiveness
253,2023/06/04 1:28:19 PM GMT+5:282,27,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,No,2,1,Wide product selection,Customer service responsiveness
254,2023/06/04 1:28:19 PM GMT+5:283,23,Female,Less than once a month,others,No,Rarely,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy
255,2023/06/04 1:28:19 PM GMT+5:284,47,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Heavily,Yes,5,Sometimes,3,2,Product recommendations,Product quality and accuracy
256,2023/06/04 1:28:19 PM GMT+5:285,54,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,Yes,Heavily,Yes,1,Yes,3,3,Wide product selection,Product quality and accuracy
257,2023/06/04 1:28:19 PM GMT+5:286,46,Prefer not to say,Once a week,"Beauty and Personal Care,Home and Kitchen",No,Few times a month,Filter,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,3,No,3,3,User-friendly website or app interface,Reducing packaging waste
258,2023/06/04 1:28:19 PM GMT+5:287,38,Female,Once a month,others,No,Few times a week,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,3,No,1,3,Competitive prices,Customer service responsiveness
259,2023/06/04 1:28:19 PM GMT+5:288,45,Female,Few times a month,"Groceries and Gourmet Food,Home and Kitchen",Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,No,1,No,2,2,Product recommendations,Reducing packaging waste
260,2023/06/04 1:28:19 PM GMT+5:289,34,Male,Once a week,Clothing and Fashion,Yes,Few times a week,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,4,No,3,2,Product recommendations,Reducing packaging waste
261,2023/06/04 1:28:19 PM GMT+5:290,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,5,Sometimes,4,3,Competitive prices,Customer service responsiveness
262,2023/06/04 1:28:19 PM GMT+5:291,23,Female,Few times a month,"Clothing and Fashion,Home and Kitchen,others",Sometimes,Few times a month,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,2,No,3,3,Competitive prices,Customer service responsiveness
263,2023/06/04 1:28:19 PM GMT+5:292,32,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,4,No,4,5,Product recommendations,Customer service responsiveness
264,2023/06/04 1:28:19 PM GMT+5:293,23,Female,Once a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Occasionally,Yes,2,No,4,3,Product recommendations,Product quality and accuracy
265,2023/06/04 1:28:19 PM GMT+5:294,23,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,First page,2,Maybe,Always,Found a better price elsewhere,Often,Yes,Rarely,No,2,No,3,2,Product recommendations,Customer service responsiveness
266,2023/06/04 1:28:19 PM GMT+5:295,23,Male,Once a week,"Groceries and Gourmet Food,Clothing and Fashion,Home and Kitchen",No,Few times a week,Keyword,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
267,2023/06/04 1:28:19 PM GMT+5:296,19,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Yes,4,Yes,2,2,User-friendly website or app interface,Customer service responsiveness
268,2023/06/04 1:28:19 PM GMT+5:297,23,Female,Less than once a month,"Beauty and Personal Care,others",No,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,Yes,5,No,4,1,Wide product selection,Shipping speed and reliability
269,2023/06/04 1:28:19 PM GMT+5:298,23,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,2,Yes,3,3,Product recommendations,Customer service responsiveness
270,2023/06/04 1:28:19 PM GMT+5:299,34,Male,Once a week,"Beauty and Personal Care,Home and Kitchen",Yes,Few times a month,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,No,3,3,Product recommendations,Customer service responsiveness
271,2023/06/04 1:28:19 PM GMT+5:300,34,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Rarely,Sometimes,3,No,2,4,Product recommendations,Reducing packaging waste
272,2023/06/04 1:28:19 PM GMT+5:301,34,Female,Once a month,"Home and Kitchen,others",No,Few times a week,Keyword,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,No,4,4,Wide product selection,Product quality and accuracy
273,2023/06/04 1:28:19 PM GMT+5:302,23,Prefer not to say,Few times a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Occasionally,No,2,Yes,2,3,Wide product selection,Customer service responsiveness
274,2023/06/04 1:28:19 PM GMT+5:303,45,Female,Once a week,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,2,Maybe,Always,High shipping costs,Rarely,Yes,Moderately,No,3,Sometimes,2,3,Competitive prices,Customer service responsiveness
275,2023/06/04 1:28:19 PM GMT+5:304,23,Female,Once a week,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3,No,Always,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,2,No,2,1,Competitive prices,Shipping speed and reliability
276,2023/06/04 1:28:19 PM GMT+5:305,34,Female,Once a week,"Clothing and Fashion,Home and Kitchen",No,Few times a month,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
277,2023/06/04 1:28:19 PM GMT+5:306,37,Female,Once a week,Beauty and Personal Care,No,Few times a week,categories,First page,2,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,3,No,3,3,Product recommendations,Reducing packaging waste
278,2023/06/04 1:28:19 PM GMT+5:307,34,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,No,3,2,Competitive prices,Customer service responsiveness
279,2023/06/04 1:28:19 PM GMT+5:308,23,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
280,2023/06/04 1:28:19 PM GMT+5:309,45,Female,Once a week,others,No,Rarely,Keyword,Multiple pages,2,No,Sometimes,others,Often,No,Occasionally,No,3,No,3,3,User-friendly website or app interface,Reducing packaging waste
281,2023/06/04 1:28:19 PM GMT+5:310,26,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Never,Yes,3,Yes,1,3,Wide product selection,User interface 
282,2023/06/04 1:28:19 PM GMT+5:311,34,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",No,Few times a week,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,4,Competitive prices,Customer service responsiveness
283,2023/06/04 1:28:19 PM GMT+5:312,21,Prefer not to say,Once a week,"Beauty and Personal Care,Clothing and Fashion",Yes,Few times a week,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,No,3,No,3,5,Product recommendations,Product quality and accuracy
284,2023/06/04 1:28:19 PM GMT+5:313,23,Prefer not to say,Few times a month,"Clothing and Fashion,Home and Kitchen",Sometimes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,4,Sometimes,3,3,Product recommendations,Customer service responsiveness
285,2023/06/04 1:28:19 PM GMT+5:314,41,Male,Multiple times a week,"Groceries and Gourmet Food,Beauty and Personal Care,Clothing and Fashion,Home and Kitchen,others",No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,3,Yes,3,4,Wide product selection,Irrelevant product suggestions
286,2023/06/04 1:28:19 PM GMT+5:315,32,Female,Few times a month,"Beauty and Personal Care,Clothing and Fashion",Sometimes,Few times a week,Filter,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,No,3,3,Competitive prices,Customer service responsiveness
287,2023/06/04 1:28:19 PM GMT+5:316,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,Sometimes,3,3,Competitive prices,Shipping speed and reliability
288,2023/06/04 1:28:19 PM GMT+5:317,22,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy
289,2023/06/04 1:28:19 PM GMT+5:318,48,Female,Multiple times a week,Clothing and Fashion,Yes,Rarely,Keyword,First page,4,No,Rarely,High shipping costs,Rarely,No,Moderately,No,1,Sometimes,2,2,Wide product selection,Shipping speed and reliability
290,2023/06/04 1:28:19 PM GMT+5:319,32,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
291,2023/06/04 1:28:19 PM GMT+5:320,28,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste
292,2023/06/04 1:28:19 PM GMT+5:321,23,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
293,2023/06/04 1:28:19 PM GMT+5:322,23,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
294,2023/06/04 1:28:19 PM GMT+5:323,26,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,4,Sometimes,3,3,Competitive prices,Reducing packaging waste
295,2023/06/04 1:28:19 PM GMT+5:324,34,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,4,Sometimes,3,3,User-friendly website or app interface,Reducing packaging waste
